observation_key,resolved_licensor_id,resolved_licensor_name,normalized_observed_value,active_file_count,disposition,target_property_id,target_property_code,target_property_name,target_property_parent_licensor_id,reason,parent_evidence,evidence_reviewer,evidence_reviewed_at,owner_decision_status,owner_decision_reviewer,owner_decision_timestamp
154bf54b-6f7d-4999-b0fb-c2828b12b56a|how high,154bf54b-6f7d-4999-b0fb-c2828b12b56a,NBC,how high,9,exact_existing,3d6fe703-af55-4ef8-8739-1bb940850853,HH,HOW HIGH,154bf54b-6f7d-4999-b0fb-c2828b12b56a,Observed value exactly matches this canonical Property name under the resolved Licensor.,PASS: resolved Licensor 154bf54b-6f7d-4999-b0fb-c2828b12b56a equals target Property parent 154bf54b-6f7d-4999-b0fb-c2828b12b56a; frozen PSG-2 evidence.,Codex PSG-4 evidence review,2026-07-28T16:35:58-04:00,pending_explicit_psg4_approval,Albert Hazan,recorded_from_explicit_approval_message
154bf54b-6f7d-4999-b0fb-c2828b12b56a|jaws,154bf54b-6f7d-4999-b0fb-c2828b12b56a,NBC,jaws,500,exact_existing,8f723630-2d55-4a46-a9bd-abaa91d70d40,JW,JAWS,154bf54b-6f7d-4999-b0fb-c2828b12b56a,Observed value exactly matches this canonical Property name under the resolved Licensor.,PASS: resolved Licensor 154bf54b-6f7d-4999-b0fb-c2828b12b56a equals target Property parent 154bf54b-6f7d-4999-b0fb-c2828b12b56a; frozen PSG-2 evidence.,Codex PSG-4 evidence review,2026-07-28T16:35:58-04:00,pending_explicit_psg4_approval,Albert Hazan,recorded_from_explicit_approval_message
154bf54b-6f7d-4999-b0fb-c2828b12b56a|kung fu panda,154bf54b-6f7d-4999-b0fb-c2828b12b56a,NBC,kung fu panda,1325,exact_existing,5419699d-6dcf-4ed2-b1df-cf2f68591836,KP,KUNG-FU PANDA,154bf54b-6f7d-4999-b0fb-c2828b12b56a,Observed value exactly matches this canonical Property name under the resolved Licensor.,PASS: resolved Licensor 154bf54b-6f7d-4999-b0fb-c2828b12b56a equals target Property parent 154bf54b-6f7d-4999-b0fb-c2828b12b56a; frozen PSG-2 evidence.,Codex PSG-4 evidence review,2026-07-28T16:35:58-04:00,pending_explicit_psg4_approval,Albert Hazan,recorded_from_explicit_approval_message
154bf54b-6f7d-4999-b0fb-c2828b12b56a|little golden books,154bf54b-6f7d-4999-b0fb-c2828b12b56a,NBC,little golden books,246,exact_existing,79dd7c7b-f654-47f4-8319-8d1d5a594020,GB,LITTLE GOLDEN BOOKS,154bf54b-6f7d-4999-b0fb-c2828b12b56a,Observed value exactly matches this canonical Property name under the resolved Licensor.,PASS: resolved Licensor 154bf54b-6f7d-4999-b0fb-c2828b12b56a equals target Property parent 154bf54b-6f7d-4999-b0fb-c2828b12b56a; frozen PSG-2 evidence.,Codex PSG-4 evidence review,2026-07-28T16:35:58-04:00,pending_explicit_psg4_approval,Albert Hazan,recorded_from_explicit_approval_message
154bf54b-6f7d-4999-b0fb-c2828b12b56a|minions,154bf54b-6f7d-4999-b0fb-c2828b12b56a,NBC,minions,1284,exact_existing,eb50f543-5d10-4cc5-bb7e-824b8ad212b5,MN,MINIONS,154bf54b-6f7d-4999-b0fb-c2828b12b56a,Observed value exactly matches this canonical Property name under the resolved Licensor.,PASS: resolved Licensor 154bf54b-6f7d-4999-b0fb-c2828b12b56a equals target Property parent 154bf54b-6f7d-4999-b0fb-c2828b12b56a; frozen PSG-2 evidence.,Codex PSG-4 evidence review,2026-07-28T16:35:58-04:00,pending_explicit_psg4_approval,Albert Hazan,recorded_from_explicit_approval_message
154bf54b-6f7d-4999-b0fb-c2828b12b56a|scarface,154bf54b-6f7d-4999-b0fb-c2828b12b56a,NBC,scarface,218,exact_existing,923af469-f81f-48ec-ae6c-d0c18bf85414,SF,SCARFACE,154bf54b-6f7d-4999-b0fb-c2828b12b56a,Observed value exactly matches this canonical Property name under the resolved Licensor.,PASS: resolved Licensor 154bf54b-6f7d-4999-b0fb-c2828b12b56a equals target Property parent 154bf54b-6f7d-4999-b0fb-c2828b12b56a; frozen PSG-2 evidence.,Codex PSG-4 evidence review,2026-07-28T16:35:58-04:00,pending_explicit_psg4_approval,Albert Hazan,recorded_from_explicit_approval_message
154bf54b-6f7d-4999-b0fb-c2828b12b56a|shrek,154bf54b-6f7d-4999-b0fb-c2828b12b56a,NBC,shrek,1692,exact_existing,7865b410-afb6-4307-9560-4dfa2e5c3165,SH,SHREK,154bf54b-6f7d-4999-b0fb-c2828b12b56a,Observed value exactly matches this canonical Property name under the resolved Licensor.,PASS: resolved Licensor 154bf54b-6f7d-4999-b0fb-c2828b12b56a equals target Property parent 154bf54b-6f7d-4999-b0fb-c2828b12b56a; frozen PSG-2 evidence.,Codex PSG-4 evidence review,2026-07-28T16:35:58-04:00,pending_explicit_psg4_approval,Albert Hazan,recorded_from_explicit_approval_message
154bf54b-6f7d-4999-b0fb-c2828b12b56a|trolls,154bf54b-6f7d-4999-b0fb-c2828b12b56a,NBC,trolls,287,exact_existing,64660cdc-0134-48a0-bd28-d325572e7ea1,TR,TROLLS,154bf54b-6f7d-4999-b0fb-c2828b12b56a,Observed value exactly matches this canonical Property name under the resolved Licensor.,PASS: resolved Licensor 154bf54b-6f7d-4999-b0fb-c2828b12b56a equals target Property parent 154bf54b-6f7d-4999-b0fb-c2828b12b56a; frozen PSG-2 evidence.,Codex PSG-4 evidence review,2026-07-28T16:35:58-04:00,pending_explicit_psg4_approval,Albert Hazan,recorded_from_explicit_approval_message
154bf54b-6f7d-4999-b0fb-c2828b12b56a|wheres waldo,154bf54b-6f7d-4999-b0fb-c2828b12b56a,NBC,wheres waldo,63,exact_existing,89a72f5f-798b-4902-9aab-4f01204720aa,WA,WHERES WALDO,154bf54b-6f7d-4999-b0fb-c2828b12b56a,Observed value exactly matches this canonical Property name under the resolved Licensor.,PASS: resolved Licensor 154bf54b-6f7d-4999-b0fb-c2828b12b56a equals target Property parent 154bf54b-6f7d-4999-b0fb-c2828b12b56a; frozen PSG-2 evidence.,Codex PSG-4 evidence review,2026-07-28T16:35:58-04:00,pending_explicit_psg4_approval,Albert Hazan,recorded_from_explicit_approval_message
5f951f5e-aaee-4add-bb51-fea888951405|avatar the last airbender,5f951f5e-aaee-4add-bb51-fea888951405,VIACOM MULTI,avatar the last airbender,855,exact_existing,23315dd3-f6a7-41b7-bdbb-ac013dd54165,AT,AVATAR THE LAST AIRBENDER,5f951f5e-aaee-4add-bb51-fea888951405,Observed value exactly matches this canonical Property name under the resolved Licensor.,PASS: resolved Licensor 5f951f5e-aaee-4add-bb51-fea888951405 equals target Property parent 5f951f5e-aaee-4add-bb51-fea888951405; frozen PSG-2 evidence.,Codex PSG-4 evidence review,2026-07-28T16:35:58-04:00,pending_explicit_psg4_approval,Albert Hazan,recorded_from_explicit_approval_message
5f951f5e-aaee-4add-bb51-fea888951405|garfield,5f951f5e-aaee-4add-bb51-fea888951405,VIACOM MULTI,garfield,611,exact_existing,4526a736-7b50-4e7d-bc30-97edc8764e3d,GE,GARFIELD,5f951f5e-aaee-4add-bb51-fea888951405,Observed value exactly matches this canonical Property name under the resolved Licensor.,PASS: resolved Licensor 5f951f5e-aaee-4add-bb51-fea888951405 equals target Property parent 5f951f5e-aaee-4add-bb51-fea888951405; frozen PSG-2 evidence.,Codex PSG-4 evidence review,2026-07-28T16:35:58-04:00,pending_explicit_psg4_approval,Albert Hazan,recorded_from_explicit_approval_message
5f951f5e-aaee-4add-bb51-fea888951405|invader zim,5f951f5e-aaee-4add-bb51-fea888951405,VIACOM MULTI,invader zim,381,exact_existing,6e0beeae-b784-4996-af8b-e06de3cfbfc9,ZM,INVADER ZIM,5f951f5e-aaee-4add-bb51-fea888951405,Observed value exactly matches this canonical Property name under the resolved Licensor.,PASS: resolved Licensor 5f951f5e-aaee-4add-bb51-fea888951405 equals target Property parent 5f951f5e-aaee-4add-bb51-fea888951405; frozen PSG-2 evidence.,Codex PSG-4 evidence review,2026-07-28T16:35:58-04:00,pending_explicit_psg4_approval,Albert Hazan,recorded_from_explicit_approval_message
5f951f5e-aaee-4add-bb51-fea888951405|spongebob,5f951f5e-aaee-4add-bb51-fea888951405,VIACOM MULTI,spongebob,2868,exact_existing,e26d6839-c6cd-4eee-ac76-f56e1479c4ed,SB,SPONGEBOB,5f951f5e-aaee-4add-bb51-fea888951405,Observed value exactly matches this canonical Property name under the resolved Licensor.,PASS: resolved Licensor 5f951f5e-aaee-4add-bb51-fea888951405 equals target Property parent 5f951f5e-aaee-4add-bb51-fea888951405; frozen PSG-2 evidence.,Codex PSG-4 evidence review,2026-07-28T16:35:58-04:00,pending_explicit_psg4_approval,Albert Hazan,recorded_from_explicit_approval_message
5f951f5e-aaee-4add-bb51-fea888951405|the godfather,5f951f5e-aaee-4add-bb51-fea888951405,VIACOM MULTI,the godfather,193,exact_existing,41ffb828-ede0-4295-aac9-fd31eaedc840,GH,THE GODFATHER,5f951f5e-aaee-4add-bb51-fea888951405,Observed value exactly matches this canonical Property name under the resolved Licensor.,PASS: resolved Licensor 5f951f5e-aaee-4add-bb51-fea888951405 equals target Property parent 5f951f5e-aaee-4add-bb51-fea888951405; frozen PSG-2 evidence.,Codex PSG-4 evidence review,2026-07-28T16:35:58-04:00,pending_explicit_psg4_approval,Albert Hazan,recorded_from_explicit_approval_message
5f951f5e-aaee-4add-bb51-fea888951405|top gun,5f951f5e-aaee-4add-bb51-fea888951405,VIACOM MULTI,top gun,103,exact_existing,f21afc9f-8e64-46f6-875f-757f97664a8b,TU,TOP GUN,5f951f5e-aaee-4add-bb51-fea888951405,Observed value exactly matches this canonical Property name under the resolved Licensor.,PASS: resolved Licensor 5f951f5e-aaee-4add-bb51-fea888951405 equals target Property parent 5f951f5e-aaee-4add-bb51-fea888951405; frozen PSG-2 evidence.,Codex PSG-4 evidence review,2026-07-28T16:35:58-04:00,pending_explicit_psg4_approval,Albert Hazan,recorded_from_explicit_approval_message
7d141a6f-e229-46a2-b3f5-0ba0c97dd820|aladdin,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,DISNEY,aladdin,235,exact_existing,dd952916-072b-4dfb-a536-66bf25f237ae,AD,ALADDIN,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,Observed value exactly matches this canonical Property name under the resolved Licensor.,PASS: resolved Licensor 7d141a6f-e229-46a2-b3f5-0ba0c97dd820 equals target Property parent 7d141a6f-e229-46a2-b3f5-0ba0c97dd820; frozen PSG-2 evidence.,Codex PSG-4 evidence review,2026-07-28T16:35:58-04:00,pending_explicit_psg4_approval,Albert Hazan,recorded_from_explicit_approval_message
7d141a6f-e229-46a2-b3f5-0ba0c97dd820|alice in wonderland,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,DISNEY,alice in wonderland,769,exact_existing,2a51343c-6ed0-4c8f-9f1a-d193d4a6a573,AW,ALICE IN WONDERLAND,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,Observed value exactly matches this canonical Property name under the resolved Licensor.,PASS: resolved Licensor 7d141a6f-e229-46a2-b3f5-0ba0c97dd820 equals target Property parent 7d141a6f-e229-46a2-b3f5-0ba0c97dd820; frozen PSG-2 evidence.,Codex PSG-4 evidence review,2026-07-28T16:35:58-04:00,pending_explicit_psg4_approval,Albert Hazan,recorded_from_explicit_approval_message
7d141a6f-e229-46a2-b3f5-0ba0c97dd820|cars,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,DISNEY,cars,2594,exact_existing,af20b0b0-d5e1-4741-b2bc-890fd7938954,CAR,CARS,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,Observed value exactly matches this canonical Property name under the resolved Licensor.,PASS: resolved Licensor 7d141a6f-e229-46a2-b3f5-0ba0c97dd820 equals target Property parent 7d141a6f-e229-46a2-b3f5-0ba0c97dd820; frozen PSG-2 evidence.,Codex PSG-4 evidence review,2026-07-28T16:35:58-04:00,pending_explicit_psg4_approval,Albert Hazan,recorded_from_explicit_approval_message
7d141a6f-e229-46a2-b3f5-0ba0c97dd820|frozen,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,DISNEY,frozen,2692,exact_existing,b3486141-9ed4-40f5-9aec-878f48a1ff16,FZ,FROZEN,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,Observed value exactly matches this canonical Property name under the resolved Licensor.,PASS: resolved Licensor 7d141a6f-e229-46a2-b3f5-0ba0c97dd820 equals target Property parent 7d141a6f-e229-46a2-b3f5-0ba0c97dd820; frozen PSG-2 evidence.,Codex PSG-4 evidence review,2026-07-28T16:35:58-04:00,pending_explicit_psg4_approval,Albert Hazan,recorded_from_explicit_approval_message
7d141a6f-e229-46a2-b3f5-0ba0c97dd820|hercules,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,DISNEY,hercules,1208,exact_existing,7e21920e-1790-45bf-850c-33a16d815578,HE,HERCULES,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,Observed value exactly matches this canonical Property name under the resolved Licensor.,PASS: resolved Licensor 7d141a6f-e229-46a2-b3f5-0ba0c97dd820 equals target Property parent 7d141a6f-e229-46a2-b3f5-0ba0c97dd820; frozen PSG-2 evidence.,Codex PSG-4 evidence review,2026-07-28T16:35:58-04:00,pending_explicit_psg4_approval,Albert Hazan,recorded_from_explicit_approval_message
7d141a6f-e229-46a2-b3f5-0ba0c97dd820|hocus pocus,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,DISNEY,hocus pocus,264,exact_existing,b4a1e988-7b93-4877-a50d-6f80f9ff3b30,HPS,HOCUS POCUS,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,Observed value exactly matches this canonical Property name under the resolved Licensor.,PASS: resolved Licensor 7d141a6f-e229-46a2-b3f5-0ba0c97dd820 equals target Property parent 7d141a6f-e229-46a2-b3f5-0ba0c97dd820; frozen PSG-2 evidence.,Codex PSG-4 evidence review,2026-07-28T16:35:58-04:00,pending_explicit_psg4_approval,Albert Hazan,recorded_from_explicit_approval_message
7d141a6f-e229-46a2-b3f5-0ba0c97dd820|muppets,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,DISNEY,muppets,460,exact_existing,53f35a43-3719-411a-a818-1c0ef31726f5,MU,MUPPETS,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,Observed value exactly matches this canonical Property name under the resolved Licensor.,PASS: resolved Licensor 7d141a6f-e229-46a2-b3f5-0ba0c97dd820 equals target Property parent 7d141a6f-e229-46a2-b3f5-0ba0c97dd820; frozen PSG-2 evidence.,Codex PSG-4 evidence review,2026-07-28T16:35:58-04:00,pending_explicit_psg4_approval,Albert Hazan,recorded_from_explicit_approval_message
7d141a6f-e229-46a2-b3f5-0ba0c97dd820|peter pan,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,DISNEY,peter pan,1236,exact_existing,282ee9db-10f6-4a46-b066-918866b33de3,PA,PETER PAN,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,Observed value exactly matches this canonical Property name under the resolved Licensor.,PASS: resolved Licensor 7d141a6f-e229-46a2-b3f5-0ba0c97dd820 equals target Property parent 7d141a6f-e229-46a2-b3f5-0ba0c97dd820; frozen PSG-2 evidence.,Codex PSG-4 evidence review,2026-07-28T16:35:58-04:00,pending_explicit_psg4_approval,Albert Hazan,recorded_from_explicit_approval_message
7d141a6f-e229-46a2-b3f5-0ba0c97dd820|toy story 4,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,DISNEY,toy story 4,1019,exact_existing,74a90714-2926-4beb-a70c-c5570b963296,TS,TOY STORY 4,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,Observed value exactly matches this canonical Property name under the resolved Licensor.,PASS: resolved Licensor 7d141a6f-e229-46a2-b3f5-0ba0c97dd820 equals target Property parent 7d141a6f-e229-46a2-b3f5-0ba0c97dd820; frozen PSG-2 evidence.,Codex PSG-4 evidence review,2026-07-28T16:35:58-04:00,pending_explicit_psg4_approval,Albert Hazan,recorded_from_explicit_approval_message
7d141a6f-e229-46a2-b3f5-0ba0c97dd820|winnie the pooh,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,DISNEY,winnie the pooh,6887,exact_existing,b3f195f8-61f9-42ba-b7c9-1932a0ebcf78,WP,WINNIE THE POOH,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,Observed value exactly matches this canonical Property name under the resolved Licensor.,PASS: resolved Licensor 7d141a6f-e229-46a2-b3f5-0ba0c97dd820 equals target Property parent 7d141a6f-e229-46a2-b3f5-0ba0c97dd820; frozen PSG-2 evidence.,Codex PSG-4 evidence review,2026-07-28T16:35:58-04:00,pending_explicit_psg4_approval,Albert Hazan,recorded_from_explicit_approval_message
88313675-0089-4072-87be-5b989df8a3fc|beetlejuice,88313675-0089-4072-87be-5b989df8a3fc,WARNER BROS,beetlejuice,751,exact_existing,4e41dcdf-a2cb-4ddd-ad03-f447ab73615a,BJ,BEETLEJUICE,88313675-0089-4072-87be-5b989df8a3fc,Observed value exactly matches this canonical Property name under the resolved Licensor.,PASS: resolved Licensor 88313675-0089-4072-87be-5b989df8a3fc equals target Property parent 88313675-0089-4072-87be-5b989df8a3fc; frozen PSG-2 evidence.,Codex PSG-4 evidence review,2026-07-28T16:35:58-04:00,pending_explicit_psg4_approval,Albert Hazan,recorded_from_explicit_approval_message
88313675-0089-4072-87be-5b989df8a3fc|corpse bride,88313675-0089-4072-87be-5b989df8a3fc,WARNER BROS,corpse bride,575,exact_existing,01e61839-32ad-4eaf-b9e4-14b97cbd86b1,CD,CORPSE BRIDE,88313675-0089-4072-87be-5b989df8a3fc,Observed value exactly matches this canonical Property name under the resolved Licensor.,PASS: resolved Licensor 88313675-0089-4072-87be-5b989df8a3fc equals target Property parent 88313675-0089-4072-87be-5b989df8a3fc; frozen PSG-2 evidence.,Codex PSG-4 evidence review,2026-07-28T16:35:58-04:00,pending_explicit_psg4_approval,Albert Hazan,recorded_from_explicit_approval_message
88313675-0089-4072-87be-5b989df8a3fc|friends,88313675-0089-4072-87be-5b989df8a3fc,WARNER BROS,friends,288,exact_existing,95c1c2a5-da7b-4e69-b275-bc57e0298396,FN,FRIENDS,88313675-0089-4072-87be-5b989df8a3fc,Observed value exactly matches this canonical Property name under the resolved Licensor.,PASS: resolved Licensor 88313675-0089-4072-87be-5b989df8a3fc equals target Property parent 88313675-0089-4072-87be-5b989df8a3fc; frozen PSG-2 evidence.,Codex PSG-4 evidence review,2026-07-28T16:35:58-04:00,pending_explicit_psg4_approval,Albert Hazan,recorded_from_explicit_approval_message
88313675-0089-4072-87be-5b989df8a3fc|game of thrones,88313675-0089-4072-87be-5b989df8a3fc,WARNER BROS,game of thrones,476,exact_existing,be51fe30-87a9-409e-bf62-43d5c18e039f,GT,GAME OF THRONES,88313675-0089-4072-87be-5b989df8a3fc,Observed value exactly matches this canonical Property name under the resolved Licensor.,PASS: resolved Licensor 88313675-0089-4072-87be-5b989df8a3fc equals target Property parent 88313675-0089-4072-87be-5b989df8a3fc; frozen PSG-2 evidence.,Codex PSG-4 evidence review,2026-07-28T16:35:58-04:00,pending_explicit_psg4_approval,Albert Hazan,recorded_from_explicit_approval_message
88313675-0089-4072-87be-5b989df8a3fc|gilmore girls,88313675-0089-4072-87be-5b989df8a3fc,WARNER BROS,gilmore girls,306,exact_existing,c8d1dd59-7c9a-4a58-ac46-63789df04286,GGS,GILMORE GIRLS,88313675-0089-4072-87be-5b989df8a3fc,Observed value exactly matches this canonical Property name under the resolved Licensor.,PASS: resolved Licensor 88313675-0089-4072-87be-5b989df8a3fc equals target Property parent 88313675-0089-4072-87be-5b989df8a3fc; frozen PSG-2 evidence.,Codex PSG-4 evidence review,2026-07-28T16:35:58-04:00,pending_explicit_psg4_approval,Albert Hazan,recorded_from_explicit_approval_message
88313675-0089-4072-87be-5b989df8a3fc|looney tunes,88313675-0089-4072-87be-5b989df8a3fc,WARNER BROS,looney tunes,3402,exact_existing,b2bf31a7-f69a-46c8-8819-eda0605dc07a,LT,LOONEY TUNES,88313675-0089-4072-87be-5b989df8a3fc,Observed value exactly matches this canonical Property name under the resolved Licensor.,PASS: resolved Licensor 88313675-0089-4072-87be-5b989df8a3fc equals target Property parent 88313675-0089-4072-87be-5b989df8a3fc; frozen PSG-2 evidence.,Codex PSG-4 evidence review,2026-07-28T16:35:58-04:00,pending_explicit_psg4_approval,Albert Hazan,recorded_from_explicit_approval_message
